deep_id,work_id,edition_id
5136,2058,1516
5137,2058,1516
5138,2058,1517
5139,2058,1518
5140,2058,1518
5141,2059,1519
5142,2059,1519
5143,2060,1520
5144,2061,1521
5145,2062,1522
5146,2063,1523
5147,2064,1524
5148,2065,1525
5149,2066,1526
5150,2067,1527
5151,2067,1527
5152,2067,1527
5153,2068,1528
5154,2068,1528
5155,2069,1529
5156,2069,1529
5157,2070,1530
5158,2071,1531
5159,2072,1532
5160,2072,1532
5161,2073,1533
5162,2073,1533
5163,2074,1534
5164,2074,1534
5165,2075,1535
5166,2076,1536
5167,2076,1536
5168,2076,1536
5169,2077,1537
5170,2078,1538
5171,2079,1539
5172,2080,1540
5173,2081,1541
5174,2081,1541
5175,2081,1541
5176,2082,1542
5177,2082,1542
5178,2082,1542
5179,2083,1543
5180,2083,1543
5181,2083,1543
5182,2084,1544
5183,2085,1545
